CVE_ID,Title,CVSS_Score,EPSS_Score,Severity,Risk_Score,KEV,NVD_Status,Premium_Tier,Intelligence_Richness,Published_At,Source_URL,NVD_URL
CVE-2026-48746,Low Authentication Bypass (CVE-2026-48746),9.1,,LOW,2.0,NO,PRELIMINARY,SILVER,4.0,2026-06-22T21:57:28Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-48746,https://nvd.nist.gov/vuln/detail/CVE-2026-48746
CVE-2026-54289,Low: Hono: Lambda@Edge adapter keeps only the last value of a repeated request header (CVE-2026-5428,4.8,,LOW,2.0,NO,PRELIMINARY,SILVER,4.0,2026-06-22T17:16:58Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-54289,https://nvd.nist.gov/vuln/detail/CVE-2026-54289
CVE-2026-54286,Low: Hono: Path traversal in `serve-static` on Windows via encoded backslash (`%5C`) (CVE-2026-54286,5.9,,LOW,2.0,NO,PRELIMINARY,SILVER,4.0,2026-06-22T17:14:40Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-54286,https://nvd.nist.gov/vuln/detail/CVE-2026-54286
CVE-2026-53540,Low: Python-Multipart: Negative Content-Length in parse_form buffers the entire body (CVE-2026-53540,3.7,,LOW,2.0,NO,PRELIMINARY,SILVER,4.0,2026-06-22T16:58:54Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-53540,https://nvd.nist.gov/vuln/detail/CVE-2026-53540
CVE-2026-54285,Low: opentelemetry-js: Unbounded memory allocation in W3C Baggage propagation (CVE-2026-54285),5.3,,LOW,2.0,NO,PRELIMINARY,SILVER,4.0,2026-06-22T16:52:54Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-54285,https://nvd.nist.gov/vuln/detail/CVE-2026-54285
CVE-2026-54273,Low: AIOHTTP: HTTP/1 Pipelined Requests Queue Without Limit (CVE-2026-54273),5.5,,LOW,2.0,NO,PRELIMINARY,SILVER,4.0,2026-06-22T16:41:20Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-54273,https://nvd.nist.gov/vuln/detail/CVE-2026-54273
CVE-2026-54280,Low: AIOHTTP: Payload Response Resources Are Not Closed After Mid-Body Disconnect (CVE-2026-54280),2.5,,LOW,2.0,NO,PRELIMINARY,SILVER,4.0,2026-06-22T16:40:23Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-54280,https://nvd.nist.gov/vuln/detail/CVE-2026-54280
CVE-2026-54278,Low: AIOHTTP: Unread Compressed Request Bodies Bypass client_max_size During Cleanup (CVE-2026-54278,5.5,,LOW,2.0,NO,PRELIMINARY,SILVER,4.0,2026-06-22T16:38:38Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-54278,https://nvd.nist.gov/vuln/detail/CVE-2026-54278
CVE-2026-56412,Low: libexpat: Integer Overflow in endDoctypeDecl (CVE-2026-56412),4.9,,LOW,2.0,NO,PRELIMINARY,SILVER,4.0,2026-06-21T15:56:42Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-56412,https://nvd.nist.gov/vuln/detail/CVE-2026-56412
CVE-2026-56410,Low Integer Overflow (CVE-2026-56410),6.9,,LOW,2.0,NO,PRELIMINARY,SILVER,4.0,2026-06-21T15:51:11Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-56410,https://nvd.nist.gov/vuln/detail/CVE-2026-56410
CVE-2026-56367,Low: ImageMagick - Heap Out-of-Bounds Read in PSB RLE Decoding (CVE-2026-56367),3.7,,LOW,2.0,NO,PRELIMINARY,SILVER,4.0,2026-06-21T13:26:56Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-56367,https://nvd.nist.gov/vuln/detail/CVE-2026-56367
CVE-2026-56408,Low Security Vulnerability (CVE-2026-56408),6.9,,LOW,1.0,NO,PRELIMINARY,SILVER,4.0,2026-06-21T21:16:23Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-56408,https://nvd.nist.gov/vuln/detail/CVE-2026-56408
CVE-2026-12784,Low Security Vulnerability (CVE-2026-12784),7.8,,LOW,1.0,NO,PRELIMINARY,SILVER,4.0,2026-06-21T08:16:23Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-12784,https://nvd.nist.gov/vuln/detail/CVE-2026-12784
CVE-2026-12773,Low Security Vulnerability (CVE-2026-12773),7.3,,LOW,1.0,NO,PRELIMINARY,SILVER,4.0,2026-06-21T04:16:28Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-12773,https://nvd.nist.gov/vuln/detail/CVE-2026-12773
CVE-2026-12772,Low: BerriAI litellm MCP Server Connection Testing rest_endpoints.py _execute_with_mc (CVE-2026-1277,6.3,,LOW,1.0,NO,PRELIMINARY,SILVER,4.0,2026-06-21T03:45:06Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-12772,https://nvd.nist.gov/vuln/detail/CVE-2026-12772
CVE-2026-12771,Low Security Vulnerability (CVE-2026-12771),5.0,,LOW,1.0,NO,PRELIMINARY,SILVER,4.0,2026-06-21T02:16:41Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-12771,https://nvd.nist.gov/vuln/detail/CVE-2026-12771
CVE-2026-56347,Low Security Vulnerability (CVE-2026-56347),6.1,,LOW,1.0,NO,PRELIMINARY,SILVER,4.0,2026-06-20T19:16:24Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-56347,https://nvd.nist.gov/vuln/detail/CVE-2026-56347
CVE-2026-56345,Low Security Vulnerability (CVE-2026-56345),8.1,,LOW,1.0,NO,PRELIMINARY,SILVER,4.0,2026-06-20T19:16:23Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-56345,https://nvd.nist.gov/vuln/detail/CVE-2026-56345
CVE-2026-56227,Low Remote Code Execution (CVE-2026-56227),5.4,,LOW,1.0,NO,PRELIMINARY,SILVER,4.0,2026-06-20T17:16:26Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-56227,https://nvd.nist.gov/vuln/detail/CVE-2026-56227
CVE-2026-56317,Low Security Vulnerability (CVE-2026-56317),2.5,,LOW,1.0,NO,PRELIMINARY,SILVER,4.0,2026-06-20T16:17:05Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-56317,https://nvd.nist.gov/vuln/detail/CVE-2026-56317
CVE-2026-11561,Medium Remote Code Execution (CVE-2026-11561),,0.32,MEDIUM,6.2,NO,PRELIMINARY,SILVER,3.5,2026-06-21T06:14:17Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-11561,https://nvd.nist.gov/vuln/detail/CVE-2026-11561
CVE-2026-11746,"CVE-2026-11746: A vulnerability has been identified in centraldogma-server versions prior to 0.84.0,",,,MEDIUM,5.042,NO,PRELIMINARY,SILVER,3.5,2026-06-22T03:16:42.833,https://nvd.nist.gov/vuln/detail/CVE-2026-11746,https://nvd.nist.gov/vuln/detail/CVE-2026-11746
CVE-2025-71348,CVE-2025-71348: picklescan before 0.0.28 fails to detect malicious pickle files that invoke torch.ut,,,HIGH,8.168,NO,PRELIMINARY,SILVER,3.0,2026-06-21T14:16:22.750,https://nvd.nist.gov/vuln/detail/CVE-2025-71348,https://nvd.nist.gov/vuln/detail/CVE-2025-71348
CVE-2025-71357,CVE-2025-71357: picklescan before 0.0.30 fails to detect malicious pickle files using idlelib.pyshel,,,HIGH,8.142,NO,PRELIMINARY,SILVER,3.0,2026-06-21T14:16:23.017,https://nvd.nist.gov/vuln/detail/CVE-2025-71357,https://nvd.nist.gov/vuln/detail/CVE-2025-71357
CVE-2026-12786,CVE-2026-12786: A vulnerability has been found in Ezbsystems UltraISO Premium Edition up to 9.76. Af,,,HIGH,7.832,NO,PRELIMINARY,SILVER,3.0,2026-06-21T09:16:25.130,https://nvd.nist.gov/vuln/detail/CVE-2026-12786,https://nvd.nist.gov/vuln/detail/CVE-2026-12786
CVE-2026-12784,CVE-2026-12784: A weakness has been identified in IM-Magic Partition Resizer up to 7.9.0. This affec,,,HIGH,7.832,NO,PRELIMINARY,SILVER,3.0,2026-06-21T08:16:23.443,https://nvd.nist.gov/vuln/detail/CVE-2026-12784,https://nvd.nist.gov/vuln/detail/CVE-2026-12784
CVE-2026-12782,CVE-2026-12782: A security flaw has been discovered in EaseUS Partition Master up to 14.5. The impac,,,HIGH,7.832,NO,PRELIMINARY,SILVER,3.0,2026-06-21T08:16:23.280,https://nvd.nist.gov/vuln/detail/CVE-2026-12782,https://nvd.nist.gov/vuln/detail/CVE-2026-12782
CVE-2026-12781,CVE-2026-12781: A vulnerability was identified in EaseUS Partition Master up to 14.5. The affected e,,,HIGH,7.832,NO,PRELIMINARY,SILVER,3.0,2026-06-21T08:16:21.907,https://nvd.nist.gov/vuln/detail/CVE-2026-12781,https://nvd.nist.gov/vuln/detail/CVE-2026-12781
CVE-2026-12780,CVE-2026-12780: A vulnerability was determined in AOMEI Backupper up to 8.3.0. Impacted is an unknow,,,HIGH,7.832,NO,PRELIMINARY,SILVER,3.0,2026-06-21T06:16:22.957,https://nvd.nist.gov/vuln/detail/CVE-2026-12780,https://nvd.nist.gov/vuln/detail/CVE-2026-12780
CVE-2026-12779,CVE-2026-12779: A vulnerability was found in AOMEI Dynamic Disk Manager up to 10.10.1. This issue af,,,HIGH,7.832,NO,PRELIMINARY,SILVER,3.0,2026-06-21T06:16:22.807,https://nvd.nist.gov/vuln/detail/CVE-2026-12779,https://nvd.nist.gov/vuln/detail/CVE-2026-12779
CVE-2026-12778,CVE-2026-12778: A vulnerability has been found in AOMEI Partition Assistant up to 10.10.1. This vuln,,,HIGH,7.832,NO,PRELIMINARY,SILVER,3.0,2026-06-21T06:16:22.637,https://nvd.nist.gov/vuln/detail/CVE-2026-12778,https://nvd.nist.gov/vuln/detail/CVE-2026-12778
CVE-2026-12795,CVE-2026-12795: A vulnerability was determined in BerriAI litellm up to 1.82.2. This affects the fun,,,HIGH,7.342,NO,PRELIMINARY,SILVER,3.0,2026-06-21T09:16:25.887,https://nvd.nist.gov/vuln/detail/CVE-2026-12795,https://nvd.nist.gov/vuln/detail/CVE-2026-12795
CVE-2026-12775,CVE-2026-12775: A vulnerability was detected in Montodel House-Rental-Management up to 90010017b8126,,,HIGH,7.342,NO,PRELIMINARY,SILVER,3.0,2026-06-21T06:16:21.930,https://nvd.nist.gov/vuln/detail/CVE-2026-12775,https://nvd.nist.gov/vuln/detail/CVE-2026-12775
CVE-2026-12773,CVE-2026-12773: A weakness has been identified in BerriAI litellm up to 1.59.8. Affected is the func,,,HIGH,7.332,NO,PRELIMINARY,SILVER,3.0,2026-06-21T04:16:28.230,https://nvd.nist.gov/vuln/detail/CVE-2026-12773,https://nvd.nist.gov/vuln/detail/CVE-2026-12773
CVE-2026-56411,CVE-2026-56411: xmlwf in libexpat before 2.8.2 has an integer overflow in endDoctypeDecl via NOTATIO,,,MEDIUM,6.932,NO,PRELIMINARY,SILVER,3.0,2026-06-21T17:16:44.523,https://nvd.nist.gov/vuln/detail/CVE-2026-56411,https://nvd.nist.gov/vuln/detail/CVE-2026-56411
CVE-2026-56410,CVE-2026-56410: xmlwf in libexpat before 2.8.2 has an integer overflow in resolveSystemId.,,,MEDIUM,6.932,NO,PRELIMINARY,SILVER,3.0,2026-06-21T16:16:28.360,https://nvd.nist.gov/vuln/detail/CVE-2026-56410,https://nvd.nist.gov/vuln/detail/CVE-2026-56410
CVE-2026-56408,CVE-2026-56408: libexpat before 2.8.2 has an integer overflow in copyString.,,,MEDIUM,6.932,NO,PRELIMINARY,SILVER,3.0,2026-06-21T16:16:28.110,https://nvd.nist.gov/vuln/detail/CVE-2026-56408,https://nvd.nist.gov/vuln/detail/CVE-2026-56408
CVE-2026-56407,CVE-2026-56407: libexpat before 2.8.2 has an integer overflow in doProlog that is related to storeEn,,,MEDIUM,6.932,NO,PRELIMINARY,SILVER,3.0,2026-06-21T16:16:27.987,https://nvd.nist.gov/vuln/detail/CVE-2026-56407,https://nvd.nist.gov/vuln/detail/CVE-2026-56407
CVE-2026-56406,CVE-2026-56406: libexpat before 2.8.2 has an integer overflow in XML_ParseBuffer because it lacked a,,,MEDIUM,6.932,NO,PRELIMINARY,SILVER,3.0,2026-06-21T16:16:27.870,https://nvd.nist.gov/vuln/detail/CVE-2026-56406,https://nvd.nist.gov/vuln/detail/CVE-2026-56406
CVE-2026-56405,CVE-2026-56405: libexpat before 2.8.2 has an integer overflow in getAttributeId.,,,MEDIUM,6.932,NO,PRELIMINARY,SILVER,3.0,2026-06-21T16:16:27.740,https://nvd.nist.gov/vuln/detail/CVE-2026-56405,https://nvd.nist.gov/vuln/detail/CVE-2026-56405
CVE-2026-56404,CVE-2026-56404: libexpat before 2.8.2 has an integer overflow in addBinding.,,,MEDIUM,6.932,NO,PRELIMINARY,SILVER,3.0,2026-06-21T16:16:27.620,https://nvd.nist.gov/vuln/detail/CVE-2026-56404,https://nvd.nist.gov/vuln/detail/CVE-2026-56404
CVE-2026-56403,CVE-2026-56403: libexpat before 2.8.2 has an integer overflow in storeAtts.,,,MEDIUM,6.932,NO,PRELIMINARY,SILVER,3.0,2026-06-21T16:16:26.590,https://nvd.nist.gov/vuln/detail/CVE-2026-56403,https://nvd.nist.gov/vuln/detail/CVE-2026-56403
CVE-2026-56409,CVE-2026-56409: xmlwf in libexpat before 2.8.2 has an integer overflow for the output filename when ,,,MEDIUM,6.532,NO,PRELIMINARY,SILVER,3.0,2026-06-21T16:16:28.230,https://nvd.nist.gov/vuln/detail/CVE-2026-56409,https://nvd.nist.gov/vuln/detail/CVE-2026-56409
CVE-2026-12776,CVE-2026-12776: A flaw has been found in Montodel House-Rental-Management up to 90010017b81265eb1ef3,,,MEDIUM,6.342,NO,PRELIMINARY,SILVER,3.0,2026-06-21T06:16:22.417,https://nvd.nist.gov/vuln/detail/CVE-2026-12776,https://nvd.nist.gov/vuln/detail/CVE-2026-12776
CVE-2026-12813,CVE-2026-12813: A vulnerability was detected in activepieces up to 0.83.0. This vulnerability affect,,,MEDIUM,6.332,NO,PRELIMINARY,SILVER,3.0,2026-06-21T23:16:44.037,https://nvd.nist.gov/vuln/detail/CVE-2026-12813,https://nvd.nist.gov/vuln/detail/CVE-2026-12813
CVE-2026-12798,CVE-2026-12798: A weakness has been identified in BerriAI litellm up to 1.82.2. Affected by this vul,,,MEDIUM,6.332,NO,PRELIMINARY,SILVER,3.0,2026-06-21T10:16:17.023,https://nvd.nist.gov/vuln/detail/CVE-2026-12798,https://nvd.nist.gov/vuln/detail/CVE-2026-12798
CVE-2026-12797,CVE-2026-12797: A security flaw has been discovered in BerriAI litellm up to 1.82.5. Affected is the,,,MEDIUM,6.332,NO,PRELIMINARY,SILVER,3.0,2026-06-21T10:16:16.870,https://nvd.nist.gov/vuln/detail/CVE-2026-12797,https://nvd.nist.gov/vuln/detail/CVE-2026-12797
CVE-2026-12796,CVE-2026-12796: A vulnerability was identified in BerriAI litellm up to 1.82.2. This impacts the fun,,,MEDIUM,6.332,NO,PRELIMINARY,SILVER,3.0,2026-06-21T10:16:15.220,https://nvd.nist.gov/vuln/detail/CVE-2026-12796,https://nvd.nist.gov/vuln/detail/CVE-2026-12796
CVE-2026-12788,CVE-2026-12788: A vulnerability was determined in zhilink () ADP Application Developer Platform  1.0,,,MEDIUM,6.332,NO,PRELIMINARY,SILVER,3.0,2026-06-21T09:16:25.500,https://nvd.nist.gov/vuln/detail/CVE-2026-12788,https://nvd.nist.gov/vuln/detail/CVE-2026-12788
CVE-2026-12787,CVE-2026-12787: A vulnerability was found in zhilink () ADP Application Developer Platform  1.0.0. T,,,MEDIUM,6.332,NO,PRELIMINARY,SILVER,3.0,2026-06-21T09:16:25.320,https://nvd.nist.gov/vuln/detail/CVE-2026-12787,https://nvd.nist.gov/vuln/detail/CVE-2026-12787
CVE-2026-12774,CVE-2026-12774: A security vulnerability has been detected in BerriAI litellm up to 1.82.2. Affected,,,MEDIUM,6.332,NO,PRELIMINARY,SILVER,3.0,2026-06-21T04:16:31.717,https://nvd.nist.gov/vuln/detail/CVE-2026-12774,https://nvd.nist.gov/vuln/detail/CVE-2026-12774
CVE-2026-12772,CVE-2026-12772: A security flaw has been discovered in BerriAI litellm up to 1.82.2. This impacts th,,,MEDIUM,6.332,NO,PRELIMINARY,SILVER,3.0,2026-06-21T03:16:22.960,https://nvd.nist.gov/vuln/detail/CVE-2026-12772,https://nvd.nist.gov/vuln/detail/CVE-2026-12772
CVE-2026-12770,CVE-2026-12770: A vulnerability was determined in BerriAI litellm up to 1.63.1. The impacted element,,,MEDIUM,5.432,NO,PRELIMINARY,SILVER,3.0,2026-06-21T01:16:22.847,https://nvd.nist.gov/vuln/detail/CVE-2026-12770,https://nvd.nist.gov/vuln/detail/CVE-2026-12770
CVE-2026-47729,Re: Squid CVE-2026-47729 and CVE-2026-50012,,,MEDIUM,5.063,NO,PRELIMINARY,SILVER,3.0,2026-06-22T08:07:07Z,https://seclists.org/oss-sec/2026/q2/995,https://nvd.nist.gov/vuln/detail/CVE-2026-47729
CVE-2026-12863,CVE-2026-12863: An unvalidated redirect was contained in Venueless' social login functionality and c,,,MEDIUM,5.04,NO,PRELIMINARY,SILVER,3.0,2026-06-22T10:16:18.520,https://nvd.nist.gov/vuln/detail/CVE-2026-12863,https://nvd.nist.gov/vuln/detail/CVE-2026-12863
CVE-2026-8379,Low Security Vulnerability (CVE-2026-8379),,,LOW,1.6,NO,PRELIMINARY,SILVER,3.0,2026-06-23T07:16:21Z,https://vulners.com/nvd/NVD:CVE-2026-8379?utm_source=rss&utm_medium=rss&utm_campaign=rss,https://nvd.nist.gov/vuln/detail/CVE-2026-8379
CVE-2026-8378,Low Security Vulnerability (CVE-2026-8378),,,LOW,1.6,NO,PRELIMINARY,SILVER,3.0,2026-06-23T07:16:21Z,https://vulners.com/nvd/NVD:CVE-2026-8378?utm_source=rss&utm_medium=rss&utm_campaign=rss,https://nvd.nist.gov/vuln/detail/CVE-2026-8378
CVE-2026-8172,Low Security Vulnerability (CVE-2026-8172),,,LOW,1.6,NO,PRELIMINARY,SILVER,3.0,2026-06-23T07:16:21Z,https://vulners.com/nvd/NVD:CVE-2026-8172?utm_source=rss&utm_medium=rss&utm_campaign=rss,https://nvd.nist.gov/vuln/detail/CVE-2026-8172
CVE-2026-7842,Low Security Vulnerability (CVE-2026-7842),,,LOW,1.6,NO,PRELIMINARY,SILVER,3.0,2026-06-23T07:16:20Z,https://vulners.com/nvd/NVD:CVE-2026-7842?utm_source=rss&utm_medium=rss&utm_campaign=rss,https://nvd.nist.gov/vuln/detail/CVE-2026-7842
CVE-2026-10651,CVE-2026-10651 - Bluetooth Classic SDP parser truncation bug in bt_sdp_parse_attribute() leads to re,,,LOW,1.58,NO,PRELIMINARY,SILVER,3.0,2026-06-22T23:54:36Z,https://cvefeed.io/vuln/detail/CVE-2026-10651,https://nvd.nist.gov/vuln/detail/CVE-2026-10651
CVE-2026-54232,CVE-2026-54232 - vLLM:  Dependency Confusion Vulnerability in vLLM Dockerfile,,,LOW,1.22,NO,PRELIMINARY,SILVER,3.0,2026-06-22T22:16:43Z,https://cvefeed.io/vuln/detail/CVE-2026-54232,https://nvd.nist.gov/vuln/detail/CVE-2026-54232
CVE-2026-11746,Medium: CentralDogma Replication Secret Weakness (CVE-2026-11746),,,MEDIUM,5.4,NO,PRELIMINARY,STANDARD,2.0,2026-06-22T02:35:51Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-11746,https://nvd.nist.gov/vuln/detail/CVE-2026-11746
CVE-2026-11748,Medium: CentralDogma-Server-Auth-Shiro LDAP Injection (CVE-2026-11748),,,MEDIUM,4.0,NO,PRELIMINARY,STANDARD,2.0,2026-06-22T02:37:35Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-11748,https://nvd.nist.gov/vuln/detail/CVE-2026-11748
CVE-2026-55654,Low Security Vulnerability (CVE-2026-55654),,,LOW,3.0,NO,PRELIMINARY,STANDARD,2.0,2026-06-23T03:37:00Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-55654,https://nvd.nist.gov/vuln/detail/CVE-2026-55654
CVE-2026-12780,Low: AOMEI Backupper Kernel Driver amwrtdrv.sys access control (CVE-2026-12780),,,LOW,2.0,NO,PRELIMINARY,STANDARD,2.0,2026-06-21T05:30:08Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-12780,https://nvd.nist.gov/vuln/detail/CVE-2026-12780
CVE-2026-12779,Low: AOMEI Dynamic Disk Manager Kernel Driver ddmdrv.sys access control (CVE-2026-12779),,,LOW,2.0,NO,PRELIMINARY,STANDARD,2.0,2026-06-21T05:15:07Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-12779,https://nvd.nist.gov/vuln/detail/CVE-2026-12779
CVE-2026-12866,Low Remote Code Execution (CVE-2026-12866),,,LOW,1.0,NO,PRELIMINARY,STANDARD,2.0,2026-06-23T05:00:00Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-12866,https://nvd.nist.gov/vuln/detail/CVE-2026-12866
CVE-2026-12782,Low Security Vulnerability (CVE-2026-12782),,,LOW,1.0,NO,PRELIMINARY,STANDARD,2.0,2026-06-21T08:16:23Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-12782,https://nvd.nist.gov/vuln/detail/CVE-2026-12782
